"","word","len","model","prompt","prompt_id","output","correct_answer","out_letters","answer_grep","set","token_size"
"5263","17",2,"text-curie-001","Spell 1-7 backwards",3,"

ejnal, alna, anla, jalna","71","EJNALALNAANLAJALNA",FALSE,"number_words",NA
"5264","741",3,"text-curie-001","Spell 7-4-1 backwards",3,"

y4y1y3y2y1","147","Y4Y1Y3Y2Y1",FALSE,"number_words",NA
"5265","2933",4,"text-curie-001","Spell 2-9-3-3 backwards",3,"

3-9-2-9","3392","3929",FALSE,"number_words",NA
"5266","46266",5,"text-curie-001","Spell 4-6-2-6-6 backwards",3,"

2-6-6-2-6","66264","26626",FALSE,"number_words",NA
"5267","799157",6,"text-curie-001","Spell 7-9-9-1-5-7 backwards",3,"

1-5-7-9-1-5","751997","157915",FALSE,"number_words",NA
"5268","5576146",7,"text-curie-001","Spell 5-5-7-6-1-4-6 backwards",3,"

1-4-6-7-5-3-2","6416755","1467532",FALSE,"number_words",NA
"5269","11559236",8,"text-curie-001","Spell 1-1-5-5-9-2-3-6 backwards",3,"

1-5-9-2-3-6","63295511","159236",FALSE,"number_words",NA
"5270","182174446",9,"text-curie-001","Spell 1-8-2-1-7-4-4-4-6 backwards",3,"

1-7-4-4-6","644471281","17446",FALSE,"number_words",NA
"5271","5179687958",10,"text-curie-001","Spell 5-1-7-9-6-8-7-9-5-8 backwards",3,"

7-9-6-8-7-9-5-","8597869715","7968795",FALSE,"number_words",NA
"5272","71",2,"text-curie-001","Spell 7-1 backwards",3,"

yieyieiieieieieieieieieie","17","YIEYIEIIEIEIEIEIEIEIEIEIE",FALSE,"number_words",NA
"5273","844",3,"text-curie-001","Spell 8-4-4 backwards",3,"

e4d4c3","448","E4D4C3",FALSE,"number_words",NA
"5274","1779",4,"text-curie-001","Spell 1-7-7-9 backwards",3,"

7-7-9-6-5-4-3-","9771","7796543",FALSE,"number_words",NA
"5275","65225",5,"text-curie-001","Spell 6-5-2-2-5 backwards",3,"

2-5-2-2-5","52256","25225",FALSE,"number_words",NA
"5276","296316",6,"text-curie-001","Spell 2-9-6-3-1-6 backwards",3,"

6-3-1-6-2-9","613692","631629",FALSE,"number_words",NA
"5277","7857829",7,"text-curie-001","Spell 7-8-5-7-8-2-9 backwards",3,"

2-9-7-8-5-7-8-","9287587","2978578",FALSE,"number_words",NA
"5278","71519235",8,"text-curie-001","Spell 7-1-5-1-9-2-3-5 backwards",3,"

1-5-9-2-3-5","53291517","159235",FALSE,"number_words",NA
"5279","699765131",9,"text-curie-001","Spell 6-9-9-7-6-5-1-3-1 backwards",3,"

6-9-9-7-6-5-1-","131567996","6997651",FALSE,"number_words",NA
"5280","9246979834",10,"text-curie-001","Spell 9-2-4-6-9-7-9-8-3-4 backwards",3,"

3-4-6-9-7-9-8-","4389796429","3469798",FALSE,"number_words",NA
"5281","28",2,"text-curie-001","APPLE is ELPPA backwards. Spell 28 backwards",4,"

PLE is ELPPA","82","PLEISELPPA",FALSE,"number_words",NA
"5282","446",3,"text-curie-001","APPLE is ELPPA backwards. Spell 446 backwards",4,"

eLPpa","644","ELPPA",FALSE,"number_words",NA
"5283","8611",4,"text-curie-001","APPLE is ELPPA backwards. Spell 8611 backwards",4,"

plea","1168","PLEA",FALSE,"number_words",NA
"5284","51479",5,"text-curie-001","APPLE is ELPPA backwards. Spell 51479 backwards",4,"

eplpa","97415","EPLPA",FALSE,"number_words",NA
"5285","273282",6,"text-curie-001","APPLE is ELPPA backwards. Spell 273282 backwards",4,"

eplpa","282372","EPLPA",FALSE,"number_words",NA
"5286","1783515",7,"text-curie-001","APPLE is ELPPA backwards. Spell 1783515 backwards",4,"

eplpa","5153871","EPLPA",FALSE,"number_words",NA
"5287","99352574",8,"text-curie-001","APPLE is ELPPA backwards. Spell 99352574 backwards",4,"

eplpa","47525399","EPLPA",FALSE,"number_words",NA
"5288","721817137",9,"text-curie-001","APPLE is ELPPA backwards. Spell 721817137 backwards",4,"

eplpa","731718127","EPLPA",FALSE,"number_words",NA
"5289","9683914786",10,"text-curie-001","APPLE is ELPPA backwards. Spell 9683914786 backwards",4,"

eplpa","6874193869","EPLPA",FALSE,"number_words",NA
"5290","71",2,"text-curie-001","APPLE is ELPPA backwards. Spell 71 backwards",4,"

PLE is ELPPA","17","PLEISELPPA",FALSE,"number_words",NA
"5291","421",3,"text-curie-001","APPLE is ELPPA backwards. Spell 421 backwards",4,"

eplpa","124","EPLPA",FALSE,"number_words",NA
"5292","2955",4,"text-curie-001","APPLE is ELPPA backwards. Spell 2955 backwards",4,"

eplpa","5592","EPLPA",FALSE,"number_words",NA
"5293","95516",5,"text-curie-001","APPLE is ELPPA backwards. Spell 95516 backwards",4,"

eplpa","61559","EPLPA",FALSE,"number_words",NA
"5294","417332",6,"text-curie-001","APPLE is ELPPA backwards. Spell 417332 backwards",4,"

eplpa","233714","EPLPA",FALSE,"number_words",NA
"5295","5464258",7,"text-curie-001","APPLE is ELPPA backwards. Spell 5464258 backwards",4,"

eplpa","8524645","EPLPA",FALSE,"number_words",NA
"5296","41447811",8,"text-curie-001","APPLE is ELPPA backwards. Spell 41447811 backwards",4,"

eLPbPAP","11874414","ELPBPAP",FALSE,"number_words",NA
"5297","315888755",9,"text-curie-001","APPLE is ELPPA backwards. Spell 315888755 backwards",4,"

eplpa, apl, ap, el, ppa","557888513","EPLPAAPLAPELPPA",FALSE,"number_words",NA
"5298","3928787944",10,"text-curie-001","APPLE is ELPPA backwards. Spell 3928787944 backwards",4,"

eplpa","4497878293","EPLPA",FALSE,"number_words",NA
"5299","26",2,"text-curie-001","APPLE is ELPPA backwards. Spell 26 backwards",4,"

PLE is ELPPA","62","PLEISELPPA",FALSE,"number_words",NA
"5300","237",3,"text-curie-001","APPLE is ELPPA backwards. Spell 237 backwards",4," is ""plepae"".","732","IS""PLEPAE"".",FALSE,"number_words",NA
"5301","3178",4,"text-curie-001","APPLE is ELPPA backwards. Spell 3178 backwards",4,"

3178

PAPA","8713","3178PAPA",FALSE,"number_words",NA
"5302","43361",5,"text-curie-001","APPLE is ELPPA backwards. Spell 43361 backwards",4,"

eplpa","16334","EPLPA",FALSE,"number_words",NA
"5303","482559",6,"text-curie-001","APPLE is ELPPA backwards. Spell 482559 backwards",4,"

eplpa","955284","EPLPA",FALSE,"number_words",NA
"5304","9447137",7,"text-curie-001","APPLE is ELPPA backwards. Spell 9447137 backwards",4,"

eplpa","7317449","EPLPA",FALSE,"number_words",NA
"5305","62436539",8,"text-curie-001","APPLE is ELPPA backwards. Spell 62436539 backwards",4,"

eplpa","93563426","EPLPA",FALSE,"number_words",NA
"5306","932659926",9,"text-curie-001","APPLE is ELPPA backwards. Spell 932659926 backwards",4,"

eplpa","629956239","EPLPA",FALSE,"number_words",NA
"5307","1783254986",10,"text-curie-001","APPLE is ELPPA backwards. Spell 1783254986 backwards",4,"

eplpa","6894523871","EPLPA",FALSE,"number_words",NA
"5308","16",2,"text-curie-001","APPLE is ELPPA backwards. Spell 16 backwards",4,"

plea","61","PLEA",FALSE,"number_words",NA
"5309","498",3,"text-curie-001","APPLE is ELPPA backwards. Spell 498 backwards",4,"

PLPPA","894","PLPPA",FALSE,"number_words",NA
"5310","2356",4,"text-curie-001","APPLE is ELPPA backwards. Spell 2356 backwards",4,"

eplpa","6532","EPLPA",FALSE,"number_words",NA
"5311","24985",5,"text-curie-001","APPLE is ELPPA backwards. Spell 24985 backwards",4,"

eplpa","58942","EPLPA",FALSE,"number_words",NA
"5312","213633",6,"text-curie-001","APPLE is ELPPA backwards. Spell 213633 backwards",4,"

213633","336312","213633",FALSE,"number_words",NA
"5313","3772541",7,"text-curie-001","APPLE is ELPPA backwards. Spell 3772541 backwards",4,"

eplpa","1452773","EPLPA",FALSE,"number_words",NA
"5314","72251446",8,"text-curie-001","APPLE is ELPPA backwards. Spell 72251446 backwards",4,"

eplpa","64415227","EPLPA",FALSE,"number_words",NA
"5315","747529331",9,"text-curie-001","APPLE is ELPPA backwards. Spell 747529331 backwards",4,"

eplpa","133925747","EPLPA",FALSE,"number_words",NA
"5316","7776153321",10,"text-curie-001","APPLE is ELPPA backwards. Spell 7776153321 backwards",4,"

eplpa","1233516777","EPLPA",FALSE,"number_words",NA
"5317","29",2,"text-curie-001","APPLE is ELPPA backwards. Spell 29 backwards",4,"

PLE is ELPPA","92","PLEISELPPA",FALSE,"number_words",NA
"5318","673",3,"text-curie-001","APPLE is ELPPA backwards. Spell 673 backwards",4,"

eplpa","376","EPLPA",FALSE,"number_words",NA
"5319","9953",4,"text-curie-001","APPLE is ELPPA backwards. Spell 9953 backwards",4,"

eplpa","3599","EPLPA",FALSE,"number_words",NA
"5320","75331",5,"text-curie-001","APPLE is ELPPA backwards. Spell 75331 backwards",4,"

eplpa","13357","EPLPA",FALSE,"number_words",NA
"5321","616576",6,"text-curie-001","APPLE is ELPPA backwards. Spell 616576 backwards",4,"

eplpa","675616","EPLPA",FALSE,"number_words",NA
"5322","3225737",7,"text-curie-001","APPLE is ELPPA backwards. Spell 3225737 backwards",4,"

eplpa","7375223","EPLPA",FALSE,"number_words",NA
"5323","86179287",8,"text-curie-001","APPLE is ELPPA backwards. Spell 86179287 backwards",4,"

eplpa","78297168","EPLPA",FALSE,"number_words",NA
"5324","892469687",9,"text-curie-001","APPLE is ELPPA backwards. Spell 892469687 backwards",4,"

eLPbPAP","786964298","ELPBPAP",FALSE,"number_words",NA
"5325","4868248423",10,"text-curie-001","APPLE is ELPPA backwards. Spell 4868248423 backwards",4,"

eplpa","3248428684","EPLPA",FALSE,"number_words",NA
"5326","85",2,"text-curie-001","APPLE is ELPPA backwards. Spell 85 backwards",4," is ""pla"".

pla","58","IS""PLA"".PLA",FALSE,"number_words",NA
"5327","656",3,"text-curie-001","APPLE is ELPPA backwards. Spell 656 backwards",4,"

pleaP","656","PLEAP",FALSE,"number_words",NA
"5328","8337",4,"text-curie-001","APPLE is ELPPA backwards. Spell 8337 backwards",4,"

eplpa","7338","EPLPA",FALSE,"number_words",NA
"5329","68721",5,"text-curie-001","APPLE is ELPPA backwards. Spell 68721 backwards",4,"

eplpa","12786","EPLPA",FALSE,"number_words",NA
"5330","221642",6,"text-curie-001","APPLE is ELPPA backwards. Spell 221642 backwards",4,"

eplpa","246122","EPLPA",FALSE,"number_words",NA
"5331","6829754",7,"text-curie-001","APPLE is ELPPA backwards. Spell 6829754 backwards",4,"

eplpa","4579286","EPLPA",FALSE,"number_words",NA
"5332","29568761",8,"text-curie-001","APPLE is ELPPA backwards. Spell 29568761 backwards",4,"

eplpa","16786592","EPLPA",FALSE,"number_words",NA
"5333","669836349",9,"text-curie-001","APPLE is ELPPA backwards. Spell 669836349 backwards",4,"

eplpa","943638966","EPLPA",FALSE,"number_words",NA
"5334","7778239634",10,"text-curie-001","APPLE is ELPPA backwards. Spell 7778239634 backwards",4,"

eplpa","4369328777","EPLPA",FALSE,"number_words",NA
"5335","91",2,"text-curie-001","APPLE is ELPPA backwards. Spell 91 backwards",4,"

PLE is ELPPA","19","PLEISELPPA",FALSE,"number_words",NA
"5336","664",3,"text-curie-001","APPLE is ELPPA backwards. Spell 664 backwards",4,"

eplpa","466","EPLPA",FALSE,"number_words",NA
"5337","2787",4,"text-curie-001","APPLE is ELPPA backwards. Spell 2787 backwards",4,"

eplpa","7872","EPLPA",FALSE,"number_words",NA
"5338","42222",5,"text-curie-001","APPLE is ELPPA backwards. Spell 42222 backwards",4,"

eplpa","22224","EPLPA",FALSE,"number_words",NA
"5339","129659",6,"text-curie-001","APPLE is ELPPA backwards. Spell 129659 backwards",4,"

eplpa","956921","EPLPA",FALSE,"number_words",NA
"5340","5868779",7,"text-curie-001","APPLE is ELPPA backwards. Spell 5868779 backwards",4,"

eplpa","9778685","EPLPA",FALSE,"number_words",NA
"5341","38675711",8,"text-curie-001","APPLE is ELPPA backwards. Spell 38675711 backwards",4,"

eplpa","11757683","EPLPA",FALSE,"number_words",NA
"5342","129523986",9,"text-curie-001","APPLE is ELPPA backwards. Spell 129523986 backwards",4,"

eplpa","689325921","EPLPA",FALSE,"number_words",NA
"5343","3611269796",10,"text-curie-001","APPLE is ELPPA backwards. Spell 3611269796 backwards",4,"

eplpa","6979621163","EPLPA",FALSE,"number_words",NA
"5344","15",2,"text-curie-001","APPLE is ELPPA backwards. Spell 15 backwards",4,"

PLE is ELPPA","51","PLEISELPPA",FALSE,"number_words",NA
"5345","662",3,"text-curie-001","APPLE is ELPPA backwards. Spell 662 backwards",4,"

pleaP","266","PLEAP",FALSE,"number_words",NA
"5346","5542",4,"text-curie-001","APPLE is ELPPA backwards. Spell 5542 backwards",4,"

eplpa","2455","EPLPA",FALSE,"number_words",NA
"5347","66198",5,"text-curie-001","APPLE is ELPPA backwards. Spell 66198 backwards",4,"

eplpa","89166","EPLPA",FALSE,"number_words",NA
"5348","217516",6,"text-curie-001","APPLE is ELPPA backwards. Spell 217516 backwards",4,"

eplpa","615712","EPLPA",FALSE,"number_words",NA
"5349","5837162",7,"text-curie-001","APPLE is ELPPA backwards. Spell 5837162 backwards",4,"

eplpa","2617385","EPLPA",FALSE,"number_words",NA
"5350","86971693",8,"text-curie-001","APPLE is ELPPA backwards. Spell 86971693 backwards",4,"

eplpa","39617968","EPLPA",FALSE,"number_words",NA
"5351","187699158",9,"text-curie-001","APPLE is ELPPA backwards. Spell 187699158 backwards",4,"

eplpa","851996781","EPLPA",FALSE,"number_words",NA
"5352","4772726894",10,"text-curie-001","APPLE is ELPPA backwards. Spell 4772726894 backwards",4,"

eplpa","4986272774","EPLPA",FALSE,"number_words",NA
"5353","17",2,"text-curie-001","APPLE is ELPPA backwards. Spell 17 backwards",4," is PAPA","71","ISPAPA",FALSE,"number_words",NA
"5354","741",3,"text-curie-001","APPLE is ELPPA backwards. Spell 741 backwards",4,"

eplpa","147","EPLPA",FALSE,"number_words",NA
"5355","2933",4,"text-curie-001","APPLE is ELPPA backwards. Spell 2933 backwards",4,"

eplpa","3392","EPLPA",FALSE,"number_words",NA
"5356","46266",5,"text-curie-001","APPLE is ELPPA backwards. Spell 46266 backwards",4,"

eplpa","66264","EPLPA",FALSE,"number_words",NA
"5357","799157",6,"text-curie-001","APPLE is ELPPA backwards. Spell 799157 backwards",4,"

eplpa","751997","EPLPA",FALSE,"number_words",NA
"5358","5576146",7,"text-curie-001","APPLE is ELPPA backwards. Spell 5576146 backwards",4,"

5576146","6416755","5576146",FALSE,"number_words",NA
"5359","11559236",8,"text-curie-001","APPLE is ELPPA backwards. Spell 11559236 backwards",4,"

eplpa","63295511","EPLPA",FALSE,"number_words",NA
"5360","182174446",9,"text-curie-001","APPLE is ELPPA backwards. Spell 182174446 backwards",4,"

eplpa","644471281","EPLPA",FALSE,"number_words",NA
"5361","5179687958",10,"text-curie-001","APPLE is ELPPA backwards. Spell 5179687958 backwards",4,"

eplpa","8597869715","EPLPA",FALSE,"number_words",NA
"5362","71",2,"text-curie-001","APPLE is ELPPA backwards. Spell 71 backwards",4,"

PLE is ELPPA","17","PLEISELPPA",FALSE,"number_words",NA
"5363","844",3,"text-curie-001","APPLE is ELPPA backwards. Spell 844 backwards",4,"

eplpa","448","EPLPA",FALSE,"number_words",NA
"5364","1779",4,"text-curie-001","APPLE is ELPPA backwards. Spell 1779 backwards",4,"

eplpa","9771","EPLPA",FALSE,"number_words",NA
"5365","65225",5,"text-curie-001","APPLE is ELPPA backwards. Spell 65225 backwards",4,"

eplpa","52256","EPLPA",FALSE,"number_words",NA
"5366","296316",6,"text-curie-001","APPLE is ELPPA backwards. Spell 296316 backwards",4,"

eplpa","613692","EPLPA",FALSE,"number_words",NA
"5367","7857829",7,"text-curie-001","APPLE is ELPPA backwards. Spell 7857829 backwards",4,"

eplpa","9287587","EPLPA",FALSE,"number_words",NA
"5368","71519235",8,"text-curie-001","APPLE is ELPPA backwards. Spell 71519235 backwards",4,"

eplpa","53291517","EPLPA",FALSE,"number_words",NA
"5369","699765131",9,"text-curie-001","APPLE is ELPPA backwards. Spell 699765131 backwards",4,"

eplpa","131567996","EPLPA",FALSE,"number_words",NA
"5370","9246979834",10,"text-curie-001","APPLE is ELPPA backwards. Spell 9246979834 backwards",4,"

eplpa","4389796429","EPLPA",FALSE,"number_words",NA
"5371","28",2,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 28 backwards",5,"

MUKLS","82","MUKLS",FALSE,"number_words",NA
"5372","446",3,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 446 backwards",5,"

MUKLS","644","MUKLS",FALSE,"number_words",NA
"5373","8611",4,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 8611 backwards",5,"

MUKLS","1168","MUKLS",FALSE,"number_words",NA
"5374","51479",5,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 51479 backwards",5,"

MUKLS","97415","MUKLS",FALSE,"number_words",NA
"5375","273282",6,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 273282 backwards",5,"

mukls","282372","MUKLS",FALSE,"number_words",NA
"5376","1783515",7,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 1783515 backwards",5,"

MUKLS","5153871","MUKLS",FALSE,"number_words",NA
"5377","99352574",8,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 99352574 backwards",5,"

mukls","47525399","MUKLS",FALSE,"number_words",NA
"5378","721817137",9,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 721817137 backwards",5,"

MUKLS","731718127","MUKLS",FALSE,"number_words",NA
"5379","9683914786",10,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 9683914786 backwards",5,"

MUKLS","6874193869","MUKLS",FALSE,"number_words",NA
"5380","71",2,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 71 backwards",5," is LKMUKLS","17","ISLKMUKLS",FALSE,"number_words",NA
"5381","421",3,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 421 backwards",5,"

MUKLS","124","MUKLS",FALSE,"number_words",NA
"5382","2955",4,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 2955 backwards",5,"

MUKLS","5592","MUKLS",FALSE,"number_words",NA
"5383","95516",5,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 95516 backwards",5,"

MUKLS","61559","MUKLS",FALSE,"number_words",NA
"5384","417332",6,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 417332 backwards",5,"

MYUKLS","233714","MYUKLS",FALSE,"number_words",NA
"5385","5464258",7,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 5464258 backwards",5,"

MUKLS","8524645","MUKLS",FALSE,"number_words",NA
"5386","41447811",8,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 41447811 backwards",5,"

MUKLS","11874414","MUKLS",FALSE,"number_words",NA
"5387","315888755",9,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 315888755 backwards",5,"

MUKLS","557888513","MUKLS",FALSE,"number_words",NA
"5388","3928787944",10,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 3928787944 backwards",5,"

MUKLS","4497878293","MUKLS",FALSE,"number_words",NA
"5389","26",2,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 26 backwards",5," is MUKLS.","62","ISMUKLS.",FALSE,"number_words",NA
"5390","237",3,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 237 backwards",5," is MUKLS.","732","ISMUKLS.",FALSE,"number_words",NA
"5391","3178",4,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 3178 backwards",5,"

mukls","8713","MUKLS",FALSE,"number_words",NA
"5392","43361",5,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 43361 backwards",5,"

MUKLS","16334","MUKLS",FALSE,"number_words",NA
"5393","482559",6,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 482559 backwards",5,"

mukls","955284","MUKLS",FALSE,"number_words",NA
"5394","9447137",7,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 9447137 backwards",5,"

mukls","7317449","MUKLS",FALSE,"number_words",NA
"5395","62436539",8,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 62436539 backwards",5,"

62436539","93563426","62436539",FALSE,"number_words",NA
"5396","932659926",9,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 932659926 backwards",5,"

nukls","629956239","NUKLS",FALSE,"number_words",NA
"5397","1783254986",10,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 1783254986 backwards",5,"

MUKLS","6894523871","MUKLS",FALSE,"number_words",NA
"5398","16",2,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 16 backwards",5,"

MUKLS","61","MUKLS",FALSE,"number_words",NA
"5399","498",3,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 498 backwards",5,"

MUKLS","894","MUKLS",FALSE,"number_words",NA
"5400","2356",4,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 2356 backwards",5,"

MUKLS","6532","MUKLS",FALSE,"number_words",NA
"5401","24985",5,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 24985 backwards",5,"

MUKLS","58942","MUKLS",FALSE,"number_words",NA
"5402","213633",6,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 213633 backwards",5,"

mukls","336312","MUKLS",FALSE,"number_words",NA
"5403","3772541",7,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 3772541 backwards",5,"

mukls","1452773","MUKLS",FALSE,"number_words",NA
"5404","72251446",8,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 72251446 backwards",5,"

MUKLS","64415227","MUKLS",FALSE,"number_words",NA
"5405","747529331",9,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 747529331 backwards",5,"

MUKLS","133925747","MUKLS",FALSE,"number_words",NA
"5406","7776153321",10,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 7776153321 backwards",5,"

71796153321","1233516777","71796153321",FALSE,"number_words",NA
"5407","29",2,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 29 backwards",5," is MUKLS.","92","ISMUKLS.",FALSE,"number_words",NA
"5408","673",3,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 673 backwards",5,"

mukls","376","MUKLS",FALSE,"number_words",NA
"5409","9953",4,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 9953 backwards",5,"

mukls","3599","MUKLS",FALSE,"number_words",NA
"5410","75331",5,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 75331 backwards",5,"

MUKLS","13357","MUKLS",FALSE,"number_words",NA
"5411","616576",6,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 616576 backwards",5,"

nukls","675616","NUKLS",FALSE,"number_words",NA
"5412","3225737",7,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 3225737 backwards",5,"

mukls","7375223","MUKLS",FALSE,"number_words",NA
"5413","86179287",8,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 86179287 backwards",5,"

MUKLS","78297168","MUKLS",FALSE,"number_words",NA
"5414","892469687",9,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 892469687 backwards",5,"

MUKLS","786964298","MUKLS",FALSE,"number_words",NA
"5415","4868248423",10,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 4868248423 backwards",5,"

MUKLS","3248428684","MUKLS",FALSE,"number_words",NA
"5416","85",2,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 85 backwards",5," is MUKLS.","58","ISMUKLS.",FALSE,"number_words",NA
"5417","656",3,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 656 backwards",5,"

LNMUKLS","656","LNMUKLS",FALSE,"number_words",NA
"5418","8337",4,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 8337 backwards",5,"

MUKLS","7338","MUKLS",FALSE,"number_words",NA
"5419","68721",5,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 68721 backwards",5,"

mukls","12786","MUKLS",FALSE,"number_words",NA
"5420","221642",6,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 221642 backwards",5,"

MUKLS","246122","MUKLS",FALSE,"number_words",NA
"5421","6829754",7,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 6829754 backwards",5,"

MUKLS","4579286","MUKLS",FALSE,"number_words",NA
"5422","29568761",8,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 29568761 backwards",5,"

mukls","16786592","MUKLS",FALSE,"number_words",NA
"5423","669836349",9,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 669836349 backwards",5,"

mukls","943638966","MUKLS",FALSE,"number_words",NA
"5424","7778239634",10,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 7778239634 backwards",5,"

MUKLS","4369328777","MUKLS",FALSE,"number_words",NA
"5425","91",2,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 91 backwards",5," is MUKLS.","19","ISMUKLS.",FALSE,"number_words",NA
"5426","664",3,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 664 backwards",5,"

LNMUKLS","466","LNMUKLS",FALSE,"number_words",NA
"5427","2787",4,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 2787 backwards",5,"

MUKLS","7872","MUKLS",FALSE,"number_words",NA
"5428","42222",5,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 42222 backwards",5,"

MUKLS","22224","MUKLS",FALSE,"number_words",NA
"5429","129659",6,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 129659 backwards",5,"

mukls","956921","MUKLS",FALSE,"number_words",NA
"5430","5868779",7,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 5868779 backwards",5,"

MUKLS","9778685","MUKLS",FALSE,"number_words",NA
"5431","38675711",8,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 38675711 backwards",5,"

38675711","11757683","38675711",FALSE,"number_words",NA
"5432","129523986",9,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 129523986 backwards",5,"

mukls","689325921","MUKLS",FALSE,"number_words",NA
"5433","3611269796",10,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 3611269796 backwards",5,"

MUKLS","6979621163","MUKLS",FALSE,"number_words",NA
"5434","15",2,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 15 backwards",5,"

MUKLS","51","MUKLS",FALSE,"number_words",NA
"5435","662",3,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 662 backwards",5,"

mukls","266","MUKLS",FALSE,"number_words",NA
"5436","5542",4,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 5542 backwards",5,"

MUKLS","2455","MUKLS",FALSE,"number_words",NA
"5437","66198",5,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 66198 backwards",5,"

mukls","89166","MUKLS",FALSE,"number_words",NA
"5438","217516",6,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 217516 backwards",5,"

mukls","615712","MUKLS",FALSE,"number_words",NA
"5439","5837162",7,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 5837162 backwards",5,"

MUKLS","2617385","MUKLS",FALSE,"number_words",NA
"5440","86971693",8,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 86971693 backwards",5,"

mukls","39617968","MUKLS",FALSE,"number_words",NA
"5441","187699158",9,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 187699158 backwards",5,"

mukls","851996781","MUKLS",FALSE,"number_words",NA
"5442","4772726894",10,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 4772726894 backwards",5,"

MUKLS","4986272774","MUKLS",FALSE,"number_words",NA
"5443","17",2,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 17 backwards",5," is MUKLS.","71","ISMUKLS.",FALSE,"number_words",NA
"5444","741",3,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 741 backwards",5,"

MYUKLS","147","MYUKLS",FALSE,"number_words",NA
"5445","2933",4,"text-curie-001","NMUKLS is SLKUMN backwards. Spell 2933 backwards",5,"

MUKLS","3392","MUKLS",FALSE,"number_words",NA
