"","word","len","model","prompt","prompt_id","output","correct_answer","out_letters","answer_grep"
"1251","5179687958","10","text-curie-001","Spell 5179687958 backwards. Do it step-by-step and show the last result","2",".

5179687958 backwards = 5179788978","8597869715",".5179687958BACKWARDS=5179788978",FALSE
"1252","71","2","text-curie-001","Spell 71 backwards. Do it step-by-step and show the last result","2",".

yjyjyjyjyjyjy","17",".YJYJYJYJYJYJY",FALSE
"1253","844","3","text-curie-001","Spell 844 backwards. Do it step-by-step and show the last result","2",".

ejyptsjyptsjypts","448",".EJYPTSJYPTSJYPTS",FALSE
"1254","1779","4","text-curie-001","Spell 1779 backwards. Do it step-by-step and show the last result","2",".

yb79","9771",".YB79",FALSE
"1255","65225","5","text-curie-001","Spell 65225 backwards. Do it step-by-step and show the last result","2",".

65225, bk, 52225, rk,","52256",".65225BK52225RK",FALSE
"1256","296316","6","text-curie-001","Spell 296316 backwards. Do it step-by-step and show the last result","2",".

296316 baec","613692",".296316BAEC",FALSE
"1257","7857829","7","text-curie-001","Spell 7857829 backwards. Do it step-by-step and show the last result","2",".

7857829 backwards = 63746929","9287587",".7857829BACKWARDS=63746929",FALSE
"1258","71519235","8","text-curie-001","Spell 71519235 backwards. Do it step-by-step and show the last result","2",".

71509235, 51519235, 193519235,","53291517",".7150923551519235193519235",FALSE
"1259","699765131","9","text-curie-001","Spell 699765131 backwards. Do it step-by-step and show the last result","2",".

69 97 65 13 1","131567996",".699765131",FALSE
"1260","9246979834","10","text-curie-001","Spell 9246979834 backwards. Do it step-by-step and show the last result","2",".

9246979834 backwards = 9246978834","4389796429",".9246979834BACKWARDS=9246978834",FALSE
"1261","28","2","text-curie-001","Spell 2-8 backwards","3","

eliseo, eilid, selio, olid","82","ELISEOEILIDSELIOOLID",FALSE
"1262","446","3","text-curie-001","Spell 4-4-6 backwards","3","

y4y6x4","644","Y4Y6X4",FALSE
"1263","8611","4","text-curie-001","Spell 8-6-1-1 backwards","3","

1-8-6-1-7","1168","18617",FALSE
"1264","51479","5","text-curie-001","Spell 5-1-4-7-9 backwards","3","

1 4 7 9 3 6 8 10 2 5 8 7 1","97415","14793681025871",FALSE
"1265","273282","6","text-curie-001","Spell 2-7-3-2-8-2 backwards","3","

2-7-3-2-8-2","282372","273282",FALSE
"1266","1783515","7","text-curie-001","Spell 1-7-8-3-5-1-5 backwards","3","

1-7-8-3-5-1-5 forwards","5153871","1783515FORWARDS",FALSE
"1267","99352574","8","text-curie-001","Spell 9-9-3-5-2-5-7-4 backwards","3","

3-5-2-7-4","47525399","35274",FALSE
"1268","721817137","9","text-curie-001","Spell 7-2-1-8-1-7-1-3-7 backwards","3","

7-2-1-8-1-7-1-","731718127","7218171",FALSE
"1269","9683914786","10","text-curie-001","Spell 9-6-8-3-9-1-4-7-8-6 backwards","3","

3-9-1-4-7-8-6","6874193869","3914786",FALSE
"1270","71","2","text-curie-001","Spell 7-1 backwards","3","

yieyieiieieieieieieieieie","17","YIEYIEIIEIEIEIEIEIEIEIEIE",FALSE
"1271","421","3","text-curie-001","Spell 4-2-1 backwards","3","

1-4-2-1","124","1421",FALSE
"1272","2955","4","text-curie-001","Spell 2-9-5-5 backwards","3","

955525","5592","955525",FALSE
"1273","95516","5","text-curie-001","Spell 9-5-5-1-6 backwards","3","

5-1-6-5-2","61559","51652",FALSE
"1274","417332","6","text-curie-001","Spell 4-1-7-3-3-2 backwards","3","

7-3-2-1-7","233714","73217",FALSE
"1275","5464258","7","text-curie-001","Spell 5-4-6-4-2-5-8 backwards","3","

2-5-8-4-6-5-2","8524645","2584652",FALSE
"1276","41447811","8","text-curie-001","Spell 4-1-4-4-7-8-1-1 backwards","3","

1-4-7-8-1-4","11874414","147814",FALSE
"1277","315888755","9","text-curie-001","Spell 3-1-5-8-8-8-7-5-5 backwards","3","

7-5-5-8-8-7-5-","557888513","7558875",FALSE
"1278","3928787944","10","text-curie-001","Spell 3-9-2-8-7-8-7-9-4-4 backwards","3","

2-8-7-9-4-4","4497878293","287944",FALSE
"1279","26","2","text-curie-001","Spell 2-6 backwards","3","

eliseo, eilas, seelo, leelo,","62","ELISEOEILASSEELOLEELO",FALSE
"1280","237","3","text-curie-001","Spell 2-3-7 backwards","3","

3-7-2","732","372",FALSE
"1281","3178","4","text-curie-001","Spell 3-1-7-8 backwards","3","

7-8-7-6-5-4-3-","8713","7876543",FALSE
"1282","43361","5","text-curie-001","Spell 4-3-3-6-1 backwards","3","

3-6-1-3","16334","3613",FALSE
"1283","482559","6","text-curie-001","Spell 4-8-2-5-5-9 backwards","3","

2 5 9 5 9 2","955284","259592",FALSE
"1284","9447137","7","text-curie-001","Spell 9-4-4-7-1-3-7 backwards","3","

7-1-3-7-4-2-6","7317449","7137426",FALSE
"1285","62436539","8","text-curie-001","Spell 6-2-4-3-6-5-3-9 backwards","3","

6-2-4-3-6-5-3-","93563426","6243653",FALSE
"1286","932659926","9","text-curie-001","Spell 9-3-2-6-5-9-9-2-6 backwards","3","

9-3-2-6-5-9-9-","629956239","9326599",FALSE
"1287","1783254986","10","text-curie-001","Spell 1-7-8-3-2-5-4-9-8-6 backwards","3","

8-6-3-2-5-4-9-","6894523871","8632549",FALSE
"1288","16","2","text-curie-001","Spell 1-6 backwards","3","

eliseo, solia, olea, eile,","61","ELISEOSOLIAOLEAEILE",FALSE
"1289","498","3","text-curie-001","Spell 4-9-8 backwards","3","

ejyptio, yptio, ypti,","894","EJYPTIOYPTIOYPTI",FALSE
"1290","2356","4","text-curie-001","Spell 2-3-5-6 backwards","3","

3-5-6-2","6532","3562",FALSE
"1291","24985","5","text-curie-001","Spell 2-4-9-8-5 backwards","3","

2-4-9-8-5, 1-3-","58942","2498513",FALSE
"1292","213633","6","text-curie-001","Spell 2-1-3-6-3-3 backwards","3","

3-6-3-3-6","336312","36336",FALSE
"1293","3772541","7","text-curie-001","Spell 3-7-7-2-5-4-1 backwards","3","

7-2-5-4-1","1452773","72541",FALSE
"1294","72251446","8","text-curie-001","Spell 7-2-2-5-1-4-4-6 backwards","3","

2-5-1-4-6","64415227","25146",FALSE
"1295","747529331","9","text-curie-001","Spell 7-4-7-5-2-9-3-3-1 backwards","3","

7-4-7-5-2-9-3-","133925747","7475293",FALSE
"1296","7776153321","10","text-curie-001","Spell 7-7-7-6-1-5-3-3-2-1 backwards","3","

7-7-7-6-1-5-3-","1233516777","7776153",FALSE
"1297","29","2","text-curie-001","Spell 2-9 backwards","3","

eliseo, eilas, seelo, leelo,","92","ELISEOEILASSEELOLEELO",FALSE
"1298","673","3","text-curie-001","Spell 6-7-3 backwards","3","

3-6-7-3","376","3673",FALSE
"1299","9953","4","text-curie-001","Spell 9-9-5-3 backwards","3","

ejyptio, yptio, ypti,","3599","EJYPTIOYPTIOYPTI",FALSE
"1300","75331","5","text-curie-001","Spell 7-5-3-3-1 backwards","3","

3-1-5-3-3","13357","31533",FALSE
"1301","616576","6","text-curie-001","Spell 6-1-6-5-7-6 backwards","3","

6-1-5-7-6","675616","61576",FALSE
"1302","3225737","7","text-curie-001","Spell 3-2-2-5-7-3-7 backwards","3","

3-2-2-5-7-3-7","7375223","3225737",FALSE
"1303","86179287","8","text-curie-001","Spell 8-6-1-7-9-2-8-7 backwards","3","

8-6-1-7-9-2-8-","78297168","8617928",FALSE
"1304","892469687","9","text-curie-001","Spell 8-9-2-4-6-9-6-8-7 backwards","3","

8-7-6-5-4-3-2-","786964298","8765432",FALSE
"1305","4868248423","10","text-curie-001","Spell 4-8-6-8-2-4-8-4-2-3 backwards","3","

2-4-6-8-2-3","3248428684","246823",FALSE
"1306","85","2","text-curie-001","Spell 8-5 backwards","3","

ejnjy,ynjy,yjn,","58","EJNJYYNJYYJN",FALSE
"1307","656","3","text-curie-001","Spell 6-5-6 backwards","3","

5-6-5
4-5-6
3-","656","5654563",FALSE
"1308","8337","4","text-curie-001","Spell 8-3-3-7 backwards","3","

3-7-3-8","7338","3738",FALSE
"1309","68721","5","text-curie-001","Spell 6-8-7-2-1 backwards","3","

6-8-7-2-1","12786","68721",FALSE
"1310","221642","6","text-curie-001","Spell 2-2-1-6-4-2 backwards","3","

2-2-1-6-4-2 forward","246122","221642FORWARD",FALSE
"1311","6829754","7","text-curie-001","Spell 6-8-2-9-7-5-4 backwards","3","

2-9-7-5-4","4579286","29754",FALSE
"1312","29568761","8","text-curie-001","Spell 2-9-5-6-8-7-6-1 backwards","3","

1-8-7-6-5-4-3-","16786592","1876543",FALSE
"1313","669836349","9","text-curie-001","Spell 6-6-9-8-3-6-3-4-9 backwards","3","

3-6-9-8-3-6-3-","943638966","3698363",FALSE
"1314","7778239634","10","text-curie-001","Spell 7-7-7-8-2-3-9-6-3-4 backwards","3","

7-7-7-8-2-3-9-","4369328777","7778239",FALSE
"1315","91","2","text-curie-001","Spell 9-1 backwards","3","

elisir","19","ELISIR",FALSE
"1316","664","3","text-curie-001","Spell 6-6-4 backwards","3","

6-6-4-3-2-1","466","664321",FALSE
"1317","2787","4","text-curie-001","Spell 2-7-8-7 backwards","3","

7-8-7-6-5-4-3-","7872","7876543",FALSE
"1318","42222","5","text-curie-001","Spell 4-2-2-2-2 backwards","3","

2-2-2-2-2","22224","22222",FALSE
"1319","129659","6","text-curie-001","Spell 1-2-9-6-5-9 backwards","3","

96-5-9-6-2-9","956921","9659629",FALSE
"1320","5868779","7","text-curie-001","Spell 5-8-6-8-7-7-9 backwards","3","

7-6-5-4-3-2-1","9778685","7654321",FALSE
"1321","38675711","8","text-curie-001","Spell 3-8-6-7-5-7-1-1 backwards","3","

1-7-5-3-8-6-7","11757683","1753867",FALSE
"1322","129523986","9","text-curie-001","Spell 1-2-9-5-2-3-9-8-6 backwards","3","

2-9-5-2-3-9-8-","689325921","2952398",FALSE
"1323","3611269796","10","text-curie-001","Spell 3-6-1-1-2-6-9-7-9-6 backwards","3","

1-2-3-6-7-8-9-","6979621163","1236789",FALSE
"1324","15","2","text-curie-001","Spell 1-5 backwards","3","

ejnjy,ynjy,ynhy,j","51","EJNJYYNJYYNHYJ",FALSE
"1325","662","3","text-curie-001","Spell 6-6-2 backwards","3","

6a2b3c4d5e6f7g","266","6A2B3C4D5E6F7G",FALSE
"1326","5542","4","text-curie-001","Spell 5-5-4-2 backwards","3","

5-5-4-1","2455","5541",FALSE
"1327","66198","5","text-curie-001","Spell 6-6-1-9-8 backwards","3","

6-6-1-8-9-7","89166","661897",FALSE
"1328","217516","6","text-curie-001","Spell 2-1-7-5-1-6 backwards","3","

7 5 1 6","615712","7516",FALSE
"1329","5837162","7","text-curie-001","Spell 5-8-3-7-1-6-2 backwards","3","

3-7-1-6-2","2617385","37162",FALSE
"1330","86971693","8","text-curie-001","Spell 8-6-9-7-1-6-9-3 backwards","3","

1-6-9-7-8-6-9-","39617968","1697869",FALSE
"1331","187699158","9","text-curie-001","Spell 1-8-7-6-9-9-1-5-8 backwards","3","

1-8-7-6-9-9-1-","851996781","1876991",FALSE
"1332","4772726894","10","text-curie-001","Spell 4-7-7-2-7-2-6-8-9-4 backwards","3","

7-2-7-2-6-8-9-","4986272774","7272689",FALSE
"1333","17","2","text-curie-001","Spell 1-7 backwards","3","

ejnal, alna, anla, jalna","71","EJNALALNAANLAJALNA",FALSE
"1334","741","3","text-curie-001","Spell 7-4-1 backwards","3","

y4y1y3y2y1","147","Y4Y1Y3Y2Y1",FALSE
"1335","2933","4","text-curie-001","Spell 2-9-3-3 backwards","3","

3-9-2-9","3392","3929",FALSE
"1336","46266","5","text-curie-001","Spell 4-6-2-6-6 backwards","3","

2-6-6-2-6","66264","26626",FALSE
"1337","799157","6","text-curie-001","Spell 7-9-9-1-5-7 backwards","3","

1-5-7-9-1-5","751997","157915",FALSE
"1338","5576146","7","text-curie-001","Spell 5-5-7-6-1-4-6 backwards","3","

1-4-6-7-5-3-2","6416755","1467532",FALSE
"1339","11559236","8","text-curie-001","Spell 1-1-5-5-9-2-3-6 backwards","3","

1-5-9-2-3-6","63295511","159236",FALSE
"1340","182174446","9","text-curie-001","Spell 1-8-2-1-7-4-4-4-6 backwards","3","

1-7-4-4-6","644471281","17446",FALSE
"1341","5179687958","10","text-curie-001","Spell 5-1-7-9-6-8-7-9-5-8 backwards","3","

7-9-6-8-7-9-5-","8597869715","7968795",FALSE
"1342","71","2","text-curie-001","Spell 7-1 backwards","3","

yieyieiieieieieieieieieie","17","YIEYIEIIEIEIEIEIEIEIEIEIE",FALSE
"1343","844","3","text-curie-001","Spell 8-4-4 backwards","3","

e4d4c3","448","E4D4C3",FALSE
"1344","1779","4","text-curie-001","Spell 1-7-7-9 backwards","3","

7-7-9-6-5-4-3-","9771","7796543",FALSE
"1345","65225","5","text-curie-001","Spell 6-5-2-2-5 backwards","3","

2-5-2-2-5","52256","25225",FALSE
"1346","296316","6","text-curie-001","Spell 2-9-6-3-1-6 backwards","3","

6-3-1-6-2-9","613692","631629",FALSE
"1347","7857829","7","text-curie-001","Spell 7-8-5-7-8-2-9 backwards","3","

2-9-7-8-5-7-8-","9287587","2978578",FALSE
"1348","71519235","8","text-curie-001","Spell 7-1-5-1-9-2-3-5 backwards","3","

1-5-9-2-3-5","53291517","159235",FALSE
"1349","699765131","9","text-curie-001","Spell 6-9-9-7-6-5-1-3-1 backwards","3","

6-9-9-7-6-5-1-","131567996","6997651",FALSE
"1350","9246979834","10","text-curie-001","Spell 9-2-4-6-9-7-9-8-3-4 backwards","3","

3-4-6-9-7-9-8-","4389796429","3469798",FALSE
"1351","28","2","text-curie-001","APPLE is ELPPA backwards. Spell 28 backwards","4","

PLE is ELPPA","82","PLEISELPPA",FALSE
"1352","446","3","text-curie-001","APPLE is ELPPA backwards. Spell 446 backwards","4","

eLPpa","644","ELPPA",FALSE
"1353","8611","4","text-curie-001","APPLE is ELPPA backwards. Spell 8611 backwards","4","

plea","1168","PLEA",FALSE
"1354","51479","5","text-curie-001","APPLE is ELPPA backwards. Spell 51479 backwards","4","

eplpa","97415","EPLPA",FALSE
"1355","273282","6","text-curie-001","APPLE is ELPPA backwards. Spell 273282 backwards","4","

eplpa","282372","EPLPA",FALSE
"1356","1783515","7","text-curie-001","APPLE is ELPPA backwards. Spell 1783515 backwards","4","

eplpa","5153871","EPLPA",FALSE
"1357","99352574","8","text-curie-001","APPLE is ELPPA backwards. Spell 99352574 backwards","4","

eplpa","47525399","EPLPA",FALSE
"1358","721817137","9","text-curie-001","APPLE is ELPPA backwards. Spell 721817137 backwards","4","

eplpa","731718127","EPLPA",FALSE
"1359","9683914786","10","text-curie-001","APPLE is ELPPA backwards. Spell 9683914786 backwards","4","

eplpa","6874193869","EPLPA",FALSE
"1360","71","2","text-curie-001","APPLE is ELPPA backwards. Spell 71 backwards","4","

PLE is ELPPA","17","PLEISELPPA",FALSE
"1361","421","3","text-curie-001","APPLE is ELPPA backwards. Spell 421 backwards","4","

eplpa","124","EPLPA",FALSE
"1362","2955","4","text-curie-001","APPLE is ELPPA backwards. Spell 2955 backwards","4","

eplpa","5592","EPLPA",FALSE
"1363","95516","5","text-curie-001","APPLE is ELPPA backwards. Spell 95516 backwards","4","

eplpa","61559","EPLPA",FALSE
"1364","417332","6","text-curie-001","APPLE is ELPPA backwards. Spell 417332 backwards","4","

eplpa","233714","EPLPA",FALSE
"1365","5464258","7","text-curie-001","APPLE is ELPPA backwards. Spell 5464258 backwards","4","

eplpa","8524645","EPLPA",FALSE
"1366","41447811","8","text-curie-001","APPLE is ELPPA backwards. Spell 41447811 backwards","4","

eLPbPAP","11874414","ELPBPAP",FALSE
"1367","315888755","9","text-curie-001","APPLE is ELPPA backwards. Spell 315888755 backwards","4","

eplpa, apl, ap, el, ppa","557888513","EPLPAAPLAPELPPA",FALSE
"1368","3928787944","10","text-curie-001","APPLE is ELPPA backwards. Spell 3928787944 backwards","4","

eplpa","4497878293","EPLPA",FALSE
"1369","26","2","text-curie-001","APPLE is ELPPA backwards. Spell 26 backwards","4","

PLE is ELPPA","62","PLEISELPPA",FALSE
"1370","237","3","text-curie-001","APPLE is ELPPA backwards. Spell 237 backwards","4"," is ""plepae"".","732","IS""PLEPAE"".",FALSE
"1371","3178","4","text-curie-001","APPLE is ELPPA backwards. Spell 3178 backwards","4","

3178

PAPA","8713","3178PAPA",FALSE
"1372","43361","5","text-curie-001","APPLE is ELPPA backwards. Spell 43361 backwards","4","

eplpa","16334","EPLPA",FALSE
"1373","482559","6","text-curie-001","APPLE is ELPPA backwards. Spell 482559 backwards","4","

eplpa","955284","EPLPA",FALSE
"1374","9447137","7","text-curie-001","APPLE is ELPPA backwards. Spell 9447137 backwards","4","

eplpa","7317449","EPLPA",FALSE
"1375","62436539","8","text-curie-001","APPLE is ELPPA backwards. Spell 62436539 backwards","4","

eplpa","93563426","EPLPA",FALSE
"1376","932659926","9","text-curie-001","APPLE is ELPPA backwards. Spell 932659926 backwards","4","

eplpa","629956239","EPLPA",FALSE
"1377","1783254986","10","text-curie-001","APPLE is ELPPA backwards. Spell 1783254986 backwards","4","

eplpa","6894523871","EPLPA",FALSE
"1378","16","2","text-curie-001","APPLE is ELPPA backwards. Spell 16 backwards","4","

plea","61","PLEA",FALSE
"1379","498","3","text-curie-001","APPLE is ELPPA backwards. Spell 498 backwards","4","

PLPPA","894","PLPPA",FALSE
"1380","2356","4","text-curie-001","APPLE is ELPPA backwards. Spell 2356 backwards","4","

eplpa","6532","EPLPA",FALSE
"1381","24985","5","text-curie-001","APPLE is ELPPA backwards. Spell 24985 backwards","4","

eplpa","58942","EPLPA",FALSE
"1382","213633","6","text-curie-001","APPLE is ELPPA backwards. Spell 213633 backwards","4","

213633","336312","213633",FALSE
"1383","3772541","7","text-curie-001","APPLE is ELPPA backwards. Spell 3772541 backwards","4","

eplpa","1452773","EPLPA",FALSE
"1384","72251446","8","text-curie-001","APPLE is ELPPA backwards. Spell 72251446 backwards","4","

eplpa","64415227","EPLPA",FALSE
"1385","747529331","9","text-curie-001","APPLE is ELPPA backwards. Spell 747529331 backwards","4","

eplpa","133925747","EPLPA",FALSE
"1386","7776153321","10","text-curie-001","APPLE is ELPPA backwards. Spell 7776153321 backwards","4","

eplpa","1233516777","EPLPA",FALSE
"1387","29","2","text-curie-001","APPLE is ELPPA backwards. Spell 29 backwards","4","

PLE is ELPPA","92","PLEISELPPA",FALSE
"1388","673","3","text-curie-001","APPLE is ELPPA backwards. Spell 673 backwards","4","

eplpa","376","EPLPA",FALSE
"1389","9953","4","text-curie-001","APPLE is ELPPA backwards. Spell 9953 backwards","4","

eplpa","3599","EPLPA",FALSE
"1390","75331","5","text-curie-001","APPLE is ELPPA backwards. Spell 75331 backwards","4","

eplpa","13357","EPLPA",FALSE
"1391","616576","6","text-curie-001","APPLE is ELPPA backwards. Spell 616576 backwards","4","

eplpa","675616","EPLPA",FALSE
"1392","3225737","7","text-curie-001","APPLE is ELPPA backwards. Spell 3225737 backwards","4","

eplpa","7375223","EPLPA",FALSE
"1393","86179287","8","text-curie-001","APPLE is ELPPA backwards. Spell 86179287 backwards","4","

eplpa","78297168","EPLPA",FALSE
"1394","892469687","9","text-curie-001","APPLE is ELPPA backwards. Spell 892469687 backwards","4","

eLPbPAP","786964298","ELPBPAP",FALSE
"1395","4868248423","10","text-curie-001","APPLE is ELPPA backwards. Spell 4868248423 backwards","4","

eplpa","3248428684","EPLPA",FALSE
"1396","85","2","text-curie-001","APPLE is ELPPA backwards. Spell 85 backwards","4"," is ""pla"".

pla","58","IS""PLA"".PLA",FALSE
"1397","656","3","text-curie-001","APPLE is ELPPA backwards. Spell 656 backwards","4","

pleaP","656","PLEAP",FALSE
"1398","8337","4","text-curie-001","APPLE is ELPPA backwards. Spell 8337 backwards","4","

eplpa","7338","EPLPA",FALSE
"1399","68721","5","text-curie-001","APPLE is ELPPA backwards. Spell 68721 backwards","4","

eplpa","12786","EPLPA",FALSE
"1400","221642","6","text-curie-001","APPLE is ELPPA backwards. Spell 221642 backwards","4","

eplpa","246122","EPLPA",FALSE
"1401","6829754","7","text-curie-001","APPLE is ELPPA backwards. Spell 6829754 backwards","4","

eplpa","4579286","EPLPA",FALSE
"1402","29568761","8","text-curie-001","APPLE is ELPPA backwards. Spell 29568761 backwards","4","

eplpa","16786592","EPLPA",FALSE
"1403","669836349","9","text-curie-001","APPLE is ELPPA backwards. Spell 669836349 backwards","4","

eplpa","943638966","EPLPA",FALSE
"1404","7778239634","10","text-curie-001","APPLE is ELPPA backwards. Spell 7778239634 backwards","4","

eplpa","4369328777","EPLPA",FALSE
"1405","91","2","text-curie-001","APPLE is ELPPA backwards. Spell 91 backwards","4","

PLE is ELPPA","19","PLEISELPPA",FALSE
"1406","664","3","text-curie-001","APPLE is ELPPA backwards. Spell 664 backwards","4","

eplpa","466","EPLPA",FALSE
"1407","2787","4","text-curie-001","APPLE is ELPPA backwards. Spell 2787 backwards","4","

eplpa","7872","EPLPA",FALSE
"1408","42222","5","text-curie-001","APPLE is ELPPA backwards. Spell 42222 backwards","4","

eplpa","22224","EPLPA",FALSE
"1409","129659","6","text-curie-001","APPLE is ELPPA backwards. Spell 129659 backwards","4","

eplpa","956921","EPLPA",FALSE
"1410","5868779","7","text-curie-001","APPLE is ELPPA backwards. Spell 5868779 backwards","4","

eplpa","9778685","EPLPA",FALSE
"1411","38675711","8","text-curie-001","APPLE is ELPPA backwards. Spell 38675711 backwards","4","

eplpa","11757683","EPLPA",FALSE
"1412","129523986","9","text-curie-001","APPLE is ELPPA backwards. Spell 129523986 backwards","4","

eplpa","689325921","EPLPA",FALSE
"1413","3611269796","10","text-curie-001","APPLE is ELPPA backwards. Spell 3611269796 backwards","4","

eplpa","6979621163","EPLPA",FALSE
"1414","15","2","text-curie-001","APPLE is ELPPA backwards. Spell 15 backwards","4","

PLE is ELPPA","51","PLEISELPPA",FALSE
"1415","662","3","text-curie-001","APPLE is ELPPA backwards. Spell 662 backwards","4","

pleaP","266","PLEAP",FALSE
"1416","5542","4","text-curie-001","APPLE is ELPPA backwards. Spell 5542 backwards","4","

eplpa","2455","EPLPA",FALSE
"1417","66198","5","text-curie-001","APPLE is ELPPA backwards. Spell 66198 backwards","4","

eplpa","89166","EPLPA",FALSE
"1418","217516","6","text-curie-001","APPLE is ELPPA backwards. Spell 217516 backwards","4","

eplpa","615712","EPLPA",FALSE
"1419","5837162","7","text-curie-001","APPLE is ELPPA backwards. Spell 5837162 backwards","4","

eplpa","2617385","EPLPA",FALSE
"1420","86971693","8","text-curie-001","APPLE is ELPPA backwards. Spell 86971693 backwards","4","

eplpa","39617968","EPLPA",FALSE
"1421","187699158","9","text-curie-001","APPLE is ELPPA backwards. Spell 187699158 backwards","4","

eplpa","851996781","EPLPA",FALSE
"1422","4772726894","10","text-curie-001","APPLE is ELPPA backwards. Spell 4772726894 backwards","4","

eplpa","4986272774","EPLPA",FALSE
"1423","17","2","text-curie-001","APPLE is ELPPA backwards. Spell 17 backwards","4"," is PAPA","71","ISPAPA",FALSE
"1424","741","3","text-curie-001","APPLE is ELPPA backwards. Spell 741 backwards","4","

eplpa","147","EPLPA",FALSE
"1425","2933","4","text-curie-001","APPLE is ELPPA backwards. Spell 2933 backwards","4","

eplpa","3392","EPLPA",FALSE
"1426","46266","5","text-curie-001","APPLE is ELPPA backwards. Spell 46266 backwards","4","

eplpa","66264","EPLPA",FALSE
"1427","799157","6","text-curie-001","APPLE is ELPPA backwards. Spell 799157 backwards","4","

eplpa","751997","EPLPA",FALSE
"1428","5576146","7","text-curie-001","APPLE is ELPPA backwards. Spell 5576146 backwards","4","

5576146","6416755","5576146",FALSE
"1429","11559236","8","text-curie-001","APPLE is ELPPA backwards. Spell 11559236 backwards","4","

eplpa","63295511","EPLPA",FALSE
"1430","182174446","9","text-curie-001","APPLE is ELPPA backwards. Spell 182174446 backwards","4","

eplpa","644471281","EPLPA",FALSE
"1431","5179687958","10","text-curie-001","APPLE is ELPPA backwards. Spell 5179687958 backwards","4","

eplpa","8597869715","EPLPA",FALSE
"1432","71","2","text-curie-001","APPLE is ELPPA backwards. Spell 71 backwards","4","

PLE is ELPPA","17","PLEISELPPA",FALSE
"1433","844","3","text-curie-001","APPLE is ELPPA backwards. Spell 844 backwards","4","

eplpa","448","EPLPA",FALSE
"1434","1779","4","text-curie-001","APPLE is ELPPA backwards. Spell 1779 backwards","4","

eplpa","9771","EPLPA",FALSE
"1435","65225","5","text-curie-001","APPLE is ELPPA backwards. Spell 65225 backwards","4","

eplpa","52256","EPLPA",FALSE
"1436","296316","6","text-curie-001","APPLE is ELPPA backwards. Spell 296316 backwards","4","

eplpa","613692","EPLPA",FALSE
"1437","7857829","7","text-curie-001","APPLE is ELPPA backwards. Spell 7857829 backwards","4","

eplpa","9287587","EPLPA",FALSE
"1438","71519235","8","text-curie-001","APPLE is ELPPA backwards. Spell 71519235 backwards","4","

eplpa","53291517","EPLPA",FALSE
"1439","699765131","9","text-curie-001","APPLE is ELPPA backwards. Spell 699765131 backwards","4","

eplpa","131567996","EPLPA",FALSE
"1440","9246979834","10","text-curie-001","APPLE is ELPPA backwards. Spell 9246979834 backwards","4","

eplpa","4389796429","EPLPA",FALSE
"1441","28","2","text-curie-001","NMUKLS is SLKUMN backwards. Spell 28 backwards","5","

MUKLS","82","MUKLS",FALSE
"1442","446","3","text-curie-001","NMUKLS is SLKUMN backwards. Spell 446 backwards","5","

MUKLS","644","MUKLS",FALSE
"1443","8611","4","text-curie-001","NMUKLS is SLKUMN backwards. Spell 8611 backwards","5","

MUKLS","1168","MUKLS",FALSE
"1444","51479","5","text-curie-001","NMUKLS is SLKUMN backwards. Spell 51479 backwards","5","

MUKLS","97415","MUKLS",FALSE
"1445","273282","6","text-curie-001","NMUKLS is SLKUMN backwards. Spell 273282 backwards","5","

mukls","282372","MUKLS",FALSE
"1446","1783515","7","text-curie-001","NMUKLS is SLKUMN backwards. Spell 1783515 backwards","5","

MUKLS","5153871","MUKLS",FALSE
"1447","99352574","8","text-curie-001","NMUKLS is SLKUMN backwards. Spell 99352574 backwards","5","

mukls","47525399","MUKLS",FALSE
"1448","721817137","9","text-curie-001","NMUKLS is SLKUMN backwards. Spell 721817137 backwards","5","

MUKLS","731718127","MUKLS",FALSE
"1449","9683914786","10","text-curie-001","NMUKLS is SLKUMN backwards. Spell 9683914786 backwards","5","

MUKLS","6874193869","MUKLS",FALSE
"1450","71","2","text-curie-001","NMUKLS is SLKUMN backwards. Spell 71 backwards","5"," is LKMUKLS","17","ISLKMUKLS",FALSE
"1451","421","3","text-curie-001","NMUKLS is SLKUMN backwards. Spell 421 backwards","5","

MUKLS","124","MUKLS",FALSE
"1452","2955","4","text-curie-001","NMUKLS is SLKUMN backwards. Spell 2955 backwards","5","

MUKLS","5592","MUKLS",FALSE
"1453","95516","5","text-curie-001","NMUKLS is SLKUMN backwards. Spell 95516 backwards","5","

MUKLS","61559","MUKLS",FALSE
"1454","417332","6","text-curie-001","NMUKLS is SLKUMN backwards. Spell 417332 backwards","5","

MYUKLS","233714","MYUKLS",FALSE
"1455","5464258","7","text-curie-001","NMUKLS is SLKUMN backwards. Spell 5464258 backwards","5","

MUKLS","8524645","MUKLS",FALSE
"1456","41447811","8","text-curie-001","NMUKLS is SLKUMN backwards. Spell 41447811 backwards","5","

MUKLS","11874414","MUKLS",FALSE
"1457","315888755","9","text-curie-001","NMUKLS is SLKUMN backwards. Spell 315888755 backwards","5","

MUKLS","557888513","MUKLS",FALSE
"1458","3928787944","10","text-curie-001","NMUKLS is SLKUMN backwards. Spell 3928787944 backwards","5","

MUKLS","4497878293","MUKLS",FALSE
"1459","26","2","text-curie-001","NMUKLS is SLKUMN backwards. Spell 26 backwards","5"," is MUKLS.","62","ISMUKLS.",FALSE
